# Словарь ChatTranslator. Данные: OpenRussian.org (https://en.openrussian.org),
# https://github.com/Badestrand/russian-dictionary — лицензия CC BY-SA 4.0
# (https://creativecommons.org/licenses/by-sa/4.0/). Изменения: отобраны частые
# слова (по wordfreq), оставлен один перевод, убраны ударения и неоднозначные
# формы, для игровых слов выбрано игровое значение. Этот файл распространяется
# на тех же условиях CC BY-SA 4.0. Собран скриптом tools/build_dictionary.py.
abacus	счёты
shin	голень
shins	голени
ship	корабль
shipbuilding	судостроение
shipbuildings	судостроения
shipment	погрузка
shipments	погрузки
ships	корабли
shipwreck	кораблекрушение
shipwrecks	кораблекрушения
shipyard	верфь
shipyards	верфи
shire	графство
shires	графства
shirt	рубашка
shirt-front	грудь
shirts	рубашки
shit	дерьмо
shits	говна
shitty	хреновый
shoal	мель
shoals	мели
shock	шок
shock-worker	ударник
shocks	потрясения
shoe	туфля
shoe-horn	рожок
shoemaker	сапожник
shoemakers	сапожники
shoes	туфли
shooter	стрелок
shooters	стрелки
shooting	расстрел
shooting-gallery	тир
shooting-mark	мишень
shooting-range	тир
shootings	расстрелы
shop	магазин
shop-assistant	продавщица
shop-girl	продавщица
shops	магазины
shore	берег
shores	берега
short	короткий
short-lived	минутный
short-term	краткосрочный
shortage	нехватка
shortages	нехватки
shortcut	ярлык
shortcuts	ярлыки
shortening	сокращение
shortenings	сокращения
shorter	пониже
shortest	кратчайший
shortly	незадолго
shot	выстрел
shots	выстрелы
should-strap	погон
shoulder	плечо
shoulder-blade	лопатка
shoulders	плечи
shovel	лопатка
shovels	лопатки
show-case	витрина
show-window	выставка
shower-baths	душевная
shred	клок
shreds	клочья
shrewd	тонкий
shrimp	креветка
shrimps	креветки
shrine	ковчег
shrines	ковчеги
shroud	покров
shrouds	покровы
shrub	куст
shrubberies	кустарники
shrubbery	кустарник
shrubs	кусты
shrubses	кустарники
shutter	затвор
shutters	затворы
shutting-off	выключение
shy	дикий
shyness	дикость
shynesses	дикости
siberia	сибирь
siberian	сибирский
siberians	сибиряки
sick	больной
sick-bay	лазарет
sickle	серп
sickles	серпы
sickness	тошнота
sicknesses	тошноты
side	сторона
side-car	коляска
side-scenes	кулисы
side-show	аттракцион
side-street	переулок
sideboard	буфет
sideboards	буфеты
sides	стороны
sidewalk	тротуар
sidewalks	тротуары
sideways	боком
siege	осада
sieges	осады
sieve	сито
sieves	сита
sight	зрение
sights	зрения
signal	сигнал
signal-box	блок-аппарат
signalling	сигнализация
signallings	сигнализации
signals	сигналы
signature	подпись
signatures	подписи
signet-ring	перстень
significance	важность
significant	важный
significantly	существенно
signor	господин
signors	господа
silence	тишина
silences	молчания
silent	тихий
silently	молча
silhouette	силуэт
silhouettes	силуэты
silicon	кремний
silicons	кремнии
silk	шёлк
silks	шелка
silly	глупо
silt	ил
silts	илы
silver	серебро
silvery	серебристый
similar	подобный
similarities	сходства
similarity	сходство
simple	просто
simpler	проще
simplest	проще
simplicities	*простоты
simplicity	простота
simplification	упрощение
simplifications	упрощения
simply	просто
simulation	моделирование
simulations	моделирования
simultaneously	параллельно
sin	грех
sincere	прямой
sincerely	искренне
sincerity	искренность
singer	певица
singers	певицы
single	одиночный
single-oar	одиночка
singularities	странности
singularity	странность
sinister	жуткий
sinner	грешник
sinners	грешники
sins	грехи
sir	сэр
sire	производитель
siren	сирена
sirens	сирены
sires	производители
sirius	сириус
sirloin	вырезка
sirloins	вырезки
sirs	сэры
sister	сестра
sister-in-law	невестка
sisters	сёстры
site	место
sites	места
sitter	натура
sitters	натуры
situation	ситуация
situations	ситуации
six	шесть
six-in-hand	шестёрка
sixes	шестёрки
sixteen	шестнадцать
sixth	шестой
sixty	шестьдесят
sizable	немалый
size	размер
sizeable	значительный
sizes	размеры
skating-rink	каток
skeleton	скелет
skeletons	скелеты
sketch	очерк
sketches	очерки
skew	косой
ski	лыжный
ski-binding	крепление
skier	лыжник
skiers	лыжники
skies	небеса
skilful	искусный
skilfully	умело
skill	навык
skills	навыки
skin	кожа
skinny	худой
skins	кожи
skirmish	схватка
skirmishes	схватки
skirt	юбка
skirts	юбки
skull	череп
skulls	черепа
skunk	гад
skunks	гады
sky	небо
sky-blue	лазурный
sky-scraper	небоскрёб
skylight	фонарь
skylights	фонари
skyline	горизонт
skylines	горизонты
slab	плита
slabs	плиты
slack	слабый
slalom	слалом
slam	шлем
slams	шлемы
slander	клевета
slanders	клеветы
slang	арго
slash	удар
slashes	удары
slaughter	резня
slaughter-house	бойня
slaughters	резни
slav	славянин
slave	раб
slaveries	рабства
slavery	рабство
slaves	рабы
slavic	славянский
slavs	славяне
sledge	сани
sledges	сани
sleek	гладкий
sleepiness	сонливость
sleepinesses	сонливости
sleepy	сонный
sleeve	рукав
sleeves	рукава
sleigh	сани
sleighs	сани
sleight-of-hand	трюк
slender	стройный
sleuth	сыщик
sleuths	сыщики
slice	кусок
slices	куски
slide	движок
slides	движки
slight	лёгкий
slightly	немного
slights	щелчки
slim	тонкий
slime	тина
slimes	тины
slimy	слизистый
slip-rope	серьга
slippers	тапочки
slipperses	тапочки
slit	скважина
slits	скважины
sliver	осколок
slivers	осколки
slogan	лозунг
slogans	лозунги
slope	склон
slopes	склоны
sloppy	кое-как
slot	окно
slot-machine	касса-автомат
slots	окна
slough	болото
sloughs	болота
slovak	словацкий
slovakian	словацкий
slovaks	словаки
slow	медленный
slow-witted	тупой
slowly	медленно
sluice	шлюз
sluice-gate	щит
sluices	шлюзы
slum	трущоба
slump	спад
slumps	спады
slums	трущобы
sly	хитрый
smack	привкус
smacks	привкусы
small	небольшой
small-minded	мелкий
smallpox	оспа
smallpoxes	оспы
smart	умный
smartly	бойко
smith	кузнец
smithies	кузницы
smiths	кузнецы
smithy	кузница
smoke-stack	труба
smoker	курильщик
smokers	курильщики
smoking	курение
smokings	курения
smooth	плавно
smoothing-iron	утюг
smoothly	гладко
snack	закуска
snack-bar	бар
snacks	закуски
snail	улитка
snails	улитки
snare	ловушка
snares	ловушки
snatch	обрывок
snatches	обрывки
sneaker	кроссовка
sneakers	кроссовки
sneaky	подлый
sniper	снайпер
snipers	снайперы
snore	храп
snores	храпы
snorkel	трубка
snorkels	трубки
snort	храп
snorts	храпы
snot	сопли
snout	пятачок
snouts	пятачки
snow	снег
snow-drift	сугроб
snow-fence	щит
snow-screen	щит
snow-slip	лавина
snowball	снежок
snowballs	снежки
snowfall	снегопад
snowfalls	снегопады
snowflake	снежинка
snowflakes	снежинки
snows	снега
snowstorm	метель
snowstorms	метели
snowy	снежный
so-and-so	такой-то
so-so	ничего
soap	мыло
soaps	мыла
sober	трезвый
sobriety	трезвость
soccer	футбол
soccers	футболы
sociable	общественный
social	социальный
social-democratic	социал-демократический
social-economic	общественно-экономический
socialism	социализм
socialist	социалист
socialist-revolutionary	эсер
socialists	социалисты
socialization	социализация
socializations	социализации
socially	социально
societies	общества
society	общество
socio-economic	социально-экономический
sociological	социологический
sociologies	социологии
sociologist	социолог
sociologists	социологи
sociology	социология
sock	носок
socket	гнездо
sockets	гнёзда
socks	носки
soda	сода
sodas	соды
sodium	натрий
sodiums	натрии
sofa	диван
sofas	диваны
soft	мягкий
softening	смягчение
softenings	смягчения
softly	мягко
softness	мягкость
softnesses	мягкости
soggy	мокрый
soil	почва
soils	почвы
solar	солнечный
soldier	солдат
soldier's	солдатский
soldiers	солдаты
sole	единственный
solely	исключительно
solemn	торжественный
solemnities	празднества
solemnity	празднество
solemnly	торжественно
soles	следы
solicitation	ходатайство
solicitations	ходатайства
solicitor	адвокат
solicitors	адвокаты
solid	солидный
solidarities	солидарности
solidarity	солидарность
solidities	крепости
solidity	крепость
solidly	прочно
solitary	одинокий
solitude	одиночество
solitudes	одиночества
solo	соло
soloist	солист
soloists	солисты
solution	раствор
solutions	растворы
solvent	состоятельный
sombre	мрачный
somebody	кто-то
somehow	как-то
someone	кто-нибудь
something	что-то
sometimes	иногда
somewhat	слегка
somewhats	малости
somewhere	где-то
son	сын
son-in-law	зять
sonata	соната
sonatas	сонаты
song	песня
songs	песни
sonnet	сонет
sonnets	сонеты
sonnies	сынки
sonny	сынок
sons	сыновья
soon	вскоре
sooner	скорее
soprano	сопрано
sorcerer	колдун
sorcerers	колдуны
sorceress	колдунья
sorceresses	колдуньи
sorceries	чары
sorcery	чары
sordid	грязный
sorrow	скорбь
sorrowful	прискорбный
sorrows	скорби
sorry	извините
sort	сорт
sortie	вылазка
sorties	вылазки
sorts	сорта
sou	су
soul	душа
soulmate	половинка
soulmates	половинки
souls	души
sounding-lead	лот
soundly	здорово
soup	суп
soups	супы
sour	кислый
sour-sweet	кисло-сладкий
source	источник
sources	источники
south	юг
south-east	юго-восточный
south-west	юго-западный
southern	южный
souths	юга
southward	южнее
souvenir	сувенир
souvenirs	сувениры
sovereign	государь
sovereigns	государи
sovereignties	суверенитеты
sovereignty	суверенитет
soviet	советский
soviets	советы
soy-bean	соя
spa	курорт
space	пространство
spaces	пространства
spacious	обширный
spade	лопата
spades	лопаты
spain	Испания
spam	спам
span	промежуток
spaniard	испанец
spaniards	испанцы
spanish	испанский
spans	промежутки
spark	искра
sparks	искры
sparrow	воробей
sparrows	воробьи
spas	курорты
spasm	схватки
spasms	схватки
spatial	пространственный
speaker	председатель
speakers	председатели
spear	копьё
spears	копья
special	специальный
specialist	специалист
specialists	специалисты
specialities	специальности
speciality	специальность
specialization	специализация
specializations	специализации
specially	специально
species	порода
specieses	породы
specific	определённый
specifically	конкретно
specification	уточнение
specifications	уточнения
specificities	специфики
specificity	специфика
specimen	представитель
specimens	представители
spectacle	зрелище
spectacles	очки
spectacleses	очки
spectral	спектральный
spectre	призрак
spectres	призраки
spectroscopies	спектроскопии
spectroscopy	спектроскопия
spectrum	спектр
spectrums	спектры
speculation	спекуляция
speculations	спекуляции
speech	речь
speech-day	акт
speeches	речи
speed	скорость
speeding-up	ускорение
speeds	скорости
sperm	сперма
sperms	спермы
sphere	сфера
spheres	сферы
sphinx	сфинкс
sphinxes	сфинксы
spice	специя
spice-cake	пряник
spices	специи
spider	паук
spiderman	Человек-паук
spiders	пауки
spike	шип
spikes	шипы
spinach	шпинат
spinaches	шпинаты
spinal	спинной
spindle	ось
spine	хребет
spines	хребты
spinster	девица
spinsters	девицы
spiny	колючий
spiral	спираль
spirals	спирали
spire	игла
spires	иглы
spirit	дух
spirits	духи
spiritual	духовный
spiritualities	духовности
spirituality	духовность
spite	злоба
spiteful	злобный
spites	злобы
splash	всплеск
splash-board	крыло
splashes	всплески
splendid	великолепный
splendidly	великолепно
splendour	великолепие
splendours	великолепия
splint	шина
splinter	осколок
splinters	осколки
splints	шины
split	раскол
splits	расколы
spoiler	хищник
spoilers	хищники
spokesman	представитель
spokesmen	представители
sponge	губка
sponge-cake	пирожное
sponges	губки
sponsor	инициатор
sponsors	инициаторы
spontaneous	непосредственный
spontaneously	стихийно
spook	призрак
spooks	призраки
spool	катушка
spools	катушки
spoon	ложка
spoons	ложки
spore	спора
spores	споры
sport	спорт
sports	спорты
sports-jersey	майка
sportsman	спортсмен
sportsmen	спортсмены
spot	место
spot-check	рейд
spots	места
spouse	супруг
spouses	супруги
spout	носик
spouts	носики
spray	брызги
sprays	*пыли
spreader	отвод
spreaders	отводы
spring	источник
spring-barley	жито
spring-board	трамплин
spring-rye	жито
spring-wheat	жито
springboard	плацдарм
springboards	плацдармы
springs	источники
springtime	весна
springtimes	вёсны
sprint	спринт
sprints	спринты
sprout	росток
sprouts	ростки
spruce	ель
spruces	ели
spur	шпора
spurious	фальшивый
spurs	шпоры
spurt	рывок
spurts	рывки
spy-hole	глазок
squabble	стычка
squabbles	стычки
squad	отряд
squadron	эскадра
squadrons	эскадры
squads	отряды
squall	шквал
squalls	шквалы
square	квадратный
squares	квадраты
squeal	визг
squeals	визги
squid	кальмар
squids	кальмары
squint-eyed	косой
stab	боль
stabilities	стабильности
stability	стабильность
stabilization	стабилизация
stabilizations	стабилизации
stabilizer	стабилизатор
stabilizers	стабилизаторы
stable	стабильный
stables	конюшни
stabs	боли
stadium	стадион
stadiums	стадионы
staff	посох
staff-captain	штабс-капитан
staffs	посохи
stag-party	мальчишник
stage	этап
stage-manager	постановщик
stage-name	псевдоним
stages	этапы
stagnation	застой
stagnations	застои
stain	пятно
stainless	безупречный
stains	пятна
stair-carpet	дорожка
stair-well	пролёт
staircase	лестница
staircases	лестницы
stairs	лестница
stairses	лестницы
stake	кол
stakes	колы
stalemate	пат
stalin	Сталин
stalinist	сталинский
stalk	ножка
stalker	сталкер
stalkers	сталкеры
stalks	ножки
stall	кресло
stallion	жеребец
stallions	жеребцы
stalls	кресла
stamina	выносливость
staminas	выносливости
stamp	марка
stamps	марки
stand-by	простой
standard	норма
standardization	стандартизация
standardizations	стандартизации
standards	нормы
star	звезда
starry	звёздный
stars	звёзды
starvation	голод
starvations	голодовки
state	государство
state-room	каюта
statehood	государственность
statehoods	государственности
stately	видный
statement	заявление
statements	заявления
states	государства
station	станция
stationary	стационарный
stations	станции
statistic	статистический
statistics	статистика
statisticses	статистики
statue	статуя
statues	статуи
statuette	фигурка
statuettes	фигурки
stature	положение
statures	положения
status	статус
statuses	статусы
statute	закон
statutes	законы
statuteses	уставы
staunch	стойкий
staying-power	выдержка
steadfast	устойчивый
steadily	неуклонно
steady	устойчивый
steak	стейк
steaks	стейки
stealthily	украдкой
steam	пар
steamboat	пароход
steamboats	пароходы
steamer	пароход
steamers	пароходы
steams	пары
steamship	пароход
steamships	пароходы
steed	конь
steeds	кони
steel	сталь
steels	стали
steep	крутой
steeple	игла
steeples	иглы
steering-wheel	штурвал
stem	основа
stems	основы
stench	вонь
stenches	вони
stencil	шаблон
stencils	шаблоны
step	шаг
stepfather	отчим
stepfathers	отчимы
stepmother	мачеха
stepmothers	мачехи
steppe	степь
steppes	степи
steps	шаги
stereotype	стереотип
stereotypes	стереотипы
sterilities	бесплодия
sterility	бесплодие
sterilization	стерилизация
sterilizations	стерилизации
sterling	стерлинг
sterlings	стерлинги
stern	кормовой
sternly	сурово
stew-pan	кастрюля
steward	управляющий
stewardess	стюардесса
stewardesses	стюардессы
stewards	экономы
stiff	жёсткий
stigma	пятно
stigmas	пятна
stimulation	стимулирование
stimulations	стимулирования
stimuli	стимулы
stimulus	стимул
stingy	скупой
stitch	строчка
stitches	строчки
stock	запас
stock-breeding	скотоводство
stock-raising	животноводство
stock-taking	учёт
stockholder	акционер
stockholders	акционеры
stockholm	Стокгольм
stocking	чулок
stockings	чулки
stocks	запасы
stomach	живот
stomachs	животы
stone	камень
stones	камни
stony	каменный
stool	стул
stool-pigeon	провокатор
stools	стулья
stop-cock	кран
stoppage	перебой
stoppages	перебои
stopper	пробка
stoppers	пробки
storage	память
storages	памяти
store	память
storehouse	склад
storehouses	склады
stores	памяти
storey	этаж
storeys	этажи
stories	рассказы
stork	аист
storks	аисты
storm	шторм
storm-cloud	туча
storms	штормы
stormy	бурный
story	рассказ
stout	толстый
stove	печка
stoves	печки
stowaway	заяц
stowaways	зайцы
straight	прямо
straightforward	прямой
straights	подряды
strait	пролив
straits	проливы
strand	жила
strands	жилы
strange	странно
strangely	странно
strangeness	странность
strangenesses	странности
stranger	чужой
strangers	незнакомцы
strap	ремень
straps	ремни
strata	слои
strategic	военно-экономический
strategies	стратегии
strategist	стратег
strategists	стратеги
strategy	стратегия
stratification	расслоение
stratifications	расслоения
stratum	слой
straw	солома
strawberries	клубника
strawberrieses	клубники
strawberry	клубника
straws	соломы
stray	бездомный
streak	черта
streaks	черты
stream	поток
streams	потоки
street	улица
street-car	трамвай
street-walker	проститутка
streets	улицы
strength	сила
stress	стресс
stresses	стрессы
stretcher	носилки
strict	строгий
strictly	строго
stride	шаг
strides	шаги
strife	рознь
striker	ударник
strikers	ударники
strikingly	ярко
string	струна
string-bag	сетка
strings	струны
strip	участок
strip-tease	стриптиз
stripe	полоса
striped	полосатый
stripes	полосы
strips	участки
stroke	штрих
strokes	штрихи
strong	сильный
strong-willed	волевой
stronghold	крепость
strongholds	крепости
strongly	сильно
strongly-worded	резкий
structural	структурный
structure	структура
structures	структуры
struggle	борьба
struggles	бои
stubborn	упорный
stubbornness	упрямство
stubbornnesses	упрямства
stubborns	кремни
stud-horse	производитель
student	студент
student's	студенческий
students	студенты
studentses	студенчества
studio	студия
studios	студии
stuff	вещи
stuffing	фарш
stuffing-box	сальник
stuffings	фарши
stuffs	материалы
stunningly	великолепно
stunt	трюк
stunts	трюки
stupendous	потрясающий
stupid	дурацкий
stupidities	глупости
stupidity	глупость
stupidly	глупо
style	стиль
styles	стили
stylish	стильный
stylistic	стилистический
sub-faculty	кафедра
sub-group	подгруппа
sub-lieutenant	мичман
sub-machine-gun	автомат
sub-machine-gunner	автоматчик
sub-unit	подразделение
subdivision	подразделение
subdivisions	подразделения
subject	тема
subject-matter	тематика
subjects	темы
subjugation	покорение
subjugations	покорения
submarine	подводный
submarines	подлодки
submission	подчинение
submissions	подчинения
subordination	подчинение
subordinations	подчинения
subpoena	вызов
subpoenas	вызовы
subscriber	подписчик
subscribers	подписчики
subscription	подписка
subscriptions	подписки
subsequent	дальнейший
subsequently	затем
subsidence	осадка
subsidences	осадки
subsidiaries	филиалы
subsidiary	подсобный
subsidies	субсидии
subsidy	субсидия
substance	содержание
substances	содержания
substantial	значительный
substation	подстанция
substations	подстанции
substitute	заместитель
substitutes	заместители
substitution	замена
substitutions	замены
subsurface	недра
subterfuge	уловка
subterfuges	уловки
subterranean	подземный
subtitle	субтитр
subtitles	субтитры
subtle	тонкий
subtleties	тонкости
subtlety	тонкость
subtly	тонко
suburb	пригород
suburban	пригородный
suburbs	пригороды
subway	метрополитен
subways	метрополитены
success	успех
successes	успехи
successful	успешный
successfully	успешно
succession	последовательность
successions	последовательности
successive	последовательный
successor	преемник
successors	преемники
succulent	сочный
such-and-such	такой-то
sucker	побег
suckers	побеги
sucking-pig	поросёнок
sudden	внезапный
suddenly	вдруг
suds	пена
sudses	пены
suffering	страдание
sufferings	страдания
sufficiencies	достатки
sufficiency	достаток
sufficient	достаточный
sufficiently	достаточно
suffix	суффикс
suffixes	суффиксы
sugar	сахар
sugars	сахара
sugary	сахарный
suicide	самоубийство
suicides	самоубийства
suitabilities	годности
suitability	годность
suitable	подходящий
suitably	достойно
suitcase	чемодан
suitcases	чемоданы
suite	свита
suites	свиты
suitor	жених
suitors	женихи
sullen	хмурый
sultan	султан
sultans	султаны
sultry	парит
sum	итог
summaries	сводки
summary	резюме
summer	лето
summer-like	летний
summers	лета
summery	летний
summit	вершина
summits	вершины
sumptuous	роскошный
sums	итоги
sun	солнце
sunburn	загар
sunburns	загары
sunday	воскресенье
sundays	воскресенья
sunflower	подсолнечник
sunflowers	подсолнечники
sunny	солнечный
suns	солнца
sunset	заря
sunsets	зори
super	супер
superb	превосходный
superbly	здорово
superficial	внешний
superficially	поверхностно
superfluous	лишний
superior	начальник
superiorities	превосходства
superiority	превосходство
superiors	начальники
superman	супермен
supermarket	супермаркет
supermarkets	супермаркеты
supermen	супермены
supernatural	сверхъестественный
superposition	наложение
superpositions	наложения
superstition	суеверие
superstitions	суеверия
superstructure	надстройка
superstructures	надстройки
supervision	надзор
supervisions	надзоры
supervisor	смотритель
supervisors	смотрители
supper	ужин
suppers	ужины
supple	гибкий
supplier	поставщик
suppliers	поставщики
supporter	сторонник
supporters	сторонники
supposedly	предположительно
supposition	предположение
suppositions	предположения
suppression	подавление
suppressions	подавления
supremacies	господства
supremacy	господство
supreme	верховный
surcharge	перегрузка
surcharges	перегрузки
sure	конечно
surf	прибой
surface	поверхность
surfaces	поверхности
surfs	прибои
surge	прилив
surgeon	хирург
surgeons	хирурги
surgeries	хирургии
surgery	хирургия
surges	приливы
surgical	хирургический
surplus	избыток
surpluses	избытки
surprisingly	удивительно
surreptitiously	тайком
surroundings	среда
surroundingses	среды
surveillance	надзор
surveillances	надзоры
survey	обзор
surveys	обзоры
survival	выживание
survivals	выживания
survivor	выживший
susceptible	чувствительный
suspension	приостановка
suspensions	приостановки
suspicion	подозрение
suspicions	подозрения
suspicious	подозрительно
suspiciously	подозрительно
suture	нить
sutures	нити
suv	внедорожник
suvs	внедорожники
swagger	форс
swamp	болото
swamps	болота
swan	лебедь
swank	форс
swans	лебеди
swarm	рой
swarms	рои
sway	господство
sways	господства
sweat	пот
sweater	свитер
sweats	поты
swede	швед
sweden	Швеция
swedes	шведы
swedish	шведский
sweep	поиск
sweep-net	сетка
sweeps	поиски
sweet	сладкий
sweet-shop	кондитерская
sweetheart	возлюбленная
sweethearts	симпатии
sweetly	сладко
sweetness	сладость
sweetnesses	сладости
sweets	конфеты
sweetses	сладости
swelling	опухоль
swellings	опухоли
swift	стремительный
swiftly	стремительно
swimmer	пловец
swimmers	пловцы
swimming	плавание
swimmings	плавания
swimsuit	плавки
swimsuits	плавки
swindle	мошенничество
swindles	мошенничества
swine	свинья
swines	свиньи
swing	размах
swings	размахи
swiss	швейцарский
switching	переключение
switching-off	выключение
switchings	переключения
switzerland	Швейцария
swoon	обморок
swoons	обмороки
swoop	рейд
swoops	рейды
sword	меч
sword-fish	меч-рыба
swords	мечи
syllable	слог
syllables	склады
symbol	символ
symbolic	символический
symbolism	символика
symbolisms	символики
symbols	символы
symmetries	симметрии
symmetry	симметрия
sympathies	участия
sympathy	участие
symphonic	симфонический
symphonies	симфонии
symphony	симфония
symposium	симпозиум
symposiums	симпозиумы
symptom	симптом
symptoms	симптомы
synagogue	синагога
synagogues	синагоги
synchronization	синхронизация
synchronizations	синхронизации
syndicate	синдикат
syndicates	синдикаты
syndrome	синдром
syndromes	синдромы
synod	синод
synods	синоды
synonym	синоним
synonyms	синонимы
synopses	конспекты
synopsis	конспект
syntax	синтаксис
syntaxes	синтаксисы
syntheses	синтезы
synthesis	синтез
synthetic	синтетический
syrian	сирийский
syringe	шприц
syringes	шприцы
syrup	сироп
syrups	сиропы
system	система
systematic	методический
systematically	систематически
systemic	системный
systems	системы
t-shirt	майка
table	стол
table-cloth	скатерть
table-knife	нож
tables	столы
tablet	таблетка
tablets	таблетки
tableware	посуда
taboo	табу
tachycardia	сердцебиение
tachycardias	сердцебиения
tacit	молчаливый
tacitly	молча
tack	гвоздь
tackle	принадлежность
tackles	принадлежности
tacks	гвозди
tact	такт
tactical	тактический
tactics	тактика
tacticses	тактики
tacts	такты
tag	ярлык
tags	ярлыки
taiga	тайга
taigas	тайги
tail	хвост
tail-end	хвост
tail-piece	концовка
tailor	портной
tailors	портные
tails	хвосты
taiwan	Тайвань
tajik	таджикский
tajiks	таджики
take-off	старт
taking	взятие
takings	взятия
takingses	сборы
tale	сказка
tale-bearer	сплетница
talent	талант
talented	талантливый
talents	таланты
tales	сказки
talisman	талисман
talismans	талисманы
talking-to	замечание
tall	крупный
talon	коготь
talons	когти
tambourine	бубен
tambourines	бубны
tan	загар
tandem	тандем
tandems	тандемы
tangle	путаница
tangles	путаницы
tank	танк
tanker	танкер
tankers	танкеры
tanks	танки
tanner	кожевник
tanners	кожевники
tans	загары
tap	кран
tape	лента
tape-line	сантиметр
tape-measure	сантиметр
tape-recorder	магнитофон
taper	свеча
tapers	свечи
tapes	ленты
taps	краны
tar	смола
tardy	поздний
target	цель
targets	цели
tariff	тариф
tariffs	тарифы
tars	смолы
tart	девка
tarts	девки
task	задача
tasks	задачи
tassel	кисть
tassels	кисти
taste	вкус
tastes	вкусы
tasty	вкусно
tatar	татарин
tatars	татары
tattoo	татуировка
tattooing	татуировка
tattooings	татуировки
tattoos	татуировки
taurus	телец
tauruses	тельцы
tavern	трактир
taverns	трактиры
tax	налог
tax-payer	налогоплательщик
taxation	налогообложение
taxations	налогообложения
taxes	налоги
taxi	такси
taxi-driver	таксист
tbilisi	Тбилиси
tea	чай
tea-drinking	чаепитие
tea-party	чай
tea-room	кафе-кондитерская
teacher	учитель
teachers	учителя
teaching	обучение
teachings	обучения
teak	тик
teaks	тики
team	команда
team-leader	бригадир
teams	команды
teapot	чайник
teapots	чайники
tear	слеза
tears	слёзы
teas	чаи
technical	технический
technician	техник
technicians	техники
technique	техника
techniques	техники
technological	технологический
technologies	технологии
technologist	технолог
technologists	технологи
technology	технология
tedium	скука
teenager	подросток
teenagers	подростки
teeth	зубы
telecast	передача
telecasts	передачи
telegram	телеграмма
telegrams	телеграммы
telegraph	телеграф
telegraphs	телеграфы
telephone	телефон
telephones	телефоны
telescope	телескоп
telescope-fish	телескоп
telescopes	телескопы
television	телевидение
televisions	телевидения
teller	счётчик
tellers	счётчики
telling-off	замечание
temper	характер
temperament	темперамент
temperaments	темпераменты
temperance	трезвость
temperances	воздержания
temperate	умеренный
temperature	температура
temperatures	температуры
tempers	характеры
tempest	буря
tempests	бури
template	шаблон
templates	шаблоны
temple	храм
temples	храмы
tempo	темп
temporal	временной
temporarily	временно
temporary	временный
tempos	темпы
temptation	искушение
temptations	искушения
ten	десять
tenacities	выдержки
tenacity	выдержка
tenant	жилец
tenants	жильцы
tend	склонный
tendencies	тенденции
tendency	тенденция
tender	нежный
tenderloin	вырезка
tenderloins	вырезки
tenderly	нежно
tenderness	нежность
tendernesses	нежности
tenders	тендеры
tendon	жила
tendons	жилы
tenet	доктрина
tenets	доктрины
tennis	теннис
tennis-player	теннисистка
tenor	тенор
tenors	тенора
tense	время
tenses	времена
tension	растяжение
tensions	растяжения
tent	палатка
tenth	десятый
tents	палатки
term	термин
terminal	терминал
terminals	терминалы
termination	окончание
terminations	окончания
terminologies	терминологии
terminology	терминология
terms	термины
terrace	терраса
terraces	террасы
terrestrial	земной
terrible	страшно
terriblies	страхи
terribly	ужасно
terrific	ужас
terrifics	ужасы
territorial	территориальный
territories	территории
territory	территория
terror	ужас
terrorism	терроризм
terrorisms	терроризмы
terrorist	террорист
terrorists	террористы
terrors	ужасы
terrorses	страхи
test	тест
test-system	тест-система
testa	панцирь
testament	завещание
testaments	завещания
testas	панцыри
testicle	яичко
testicles	яички
testimonial	характеристика
testimonials	характеристики
testimonies	показания
testimony	показание
testing	тестирование
testings	тестирования
tests	тесты
text	текст
textbook	учебник
textbooks	учебники
textile	ткань
textiles	ткани
texts	тексты
textual	текстовой
texture	строение
textures	строения
thai	тайский
thankful	благодарный
thaw	оттепель
thaws	оттепели
theatre	театр
theatres	театры
theatrical	театральный
theft	кража
thefts	кражи
thematic	тематический
theme	тема
themes	темы
themeses	тематики
thence	посему
theologian	богослов
theologians	богословы
theology	богословие
theorem	теорема
theorems	теоремы
theoretical	теоретический
theoretically	теоретически
theories	теории
theorist	теоретик
theorists	теоретики
theory	теория
therapeutics	терапия
therapeuticses	терапии
therapies	терапии
therapy	терапия
there-there	ну-ну
therefore	поэтому
thereupon	затем
thermal	тепловой
thermodynamics	термодинамика
thermodynamicses	термодинамики
theses	диссертации
thesis	диссертация
thick	толстый
thick-set	плотный
thicket	трущоба
thickets	трущобы
thickly	густо
thickness	толщина
thicknesses	толщины
thicks	гущи
thief	вор
thieves	воры
thigh	бедро
thighs	бёдра
thin	тонкий
thine	твой
thing	вещь
things	вещи
thingses	вещи
thinker	мыслитель
thinkers	мыслители
thinly	тонко
third	третий
thirdly	в-третьих
thirteen	тринадцать
thirteenth	тринадцатый
thirties	тридцати
thirty	тридцать
thong	ремень
thongs	ремни
thorn	шип
thorns	шипы
thorny	колючий
thorough	исполнительный
thorough-bred	кровный
thoroughfare	проезд
thoroughfares	проезды
thoroughly	хорошенько
thought	мысль
thoughtful	заботливый
thoughts	мысли
thousand	тысяча
thousands	тысячи
thousandses	тьмы
thousandth	тысячный
thread	нить
threads	нити
threat	угроза
threats	угрозы
three	три
three-year	трёхлетний
three-year-old	трёхлетний
threefold	тройной
threes	тройки
threshold	порог
thresholds	пороги
thrice	трижды
thrifty	хозяйственный
throat	горло
throats	горла
throne	трон
thrones	троны
